"North Atlantic Imports, LLC",,,,,,,,,,,,,,,,,,,,,
NAI,,,,,,,,,,,,,,,,,,,,,
Custom Stock Ledger YTD Xudong,,,,,,,,,,,,,,,,,,,,,
"January 1, 2021 - October 25, 2021",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Item ,Location ,Description ,Class ,Department ,Subsidiary ,Beginning Inv Qty On-hand ,Beginning Average Cost ,Beginning Inv On-hand Value ,Receipts ,Other Inv Inputs ,Total Input Quantity ,Value of Inputs ,Last Receipt Date ,Sales ,Other Inv Outputs ,Total Output Quantity ,Value of Outputs ,LAST SALES DATE ,Ending Inv Qty On-hand ,Ending Average Cost ,Ending Inv On-hand Value 
1182,BPUT2,Blackstone 28in Griddle Carry Bag,2.1 - Bags & Covers,- No Department -,NAI,0,$0.00 ,$0.00 ,0,15,15,$52.19 ,,0,0,0,$0.00 ,,15,$3.48 ,$52.19 
1182,Returns Received,Blackstone 28in Griddle Carry Bag,2.1 - Bags & Covers,- No Department -,NAI,0,$0.00 ,$0.00 ,0,23,23,$78.28 ,,0,23,23,$78.28 ,,0,$0.00 ,$0.00 
1182,Damaged Location BP,Blackstone 28in Griddle Carry Bag,2.1 - Bags & Covers,- No Department -,NAI,121,$3.49 ,$422.74 ,0,23,23,$78.26 ,,0,23,23,$80.04 ,,121,$3.48 ,$420.96 
1504,Retail Store,Blackstone Single Burner Griddle,1 - Griddles,- No Department -,NAI,2,$31.76 ,$63.52 ,0,3,3,$95.28 ,,4,1,5,$158.80 ,6/28/2021,0,$0.00 ,$0.00 
1504,Damaged Location BP,Blackstone Single Burner Griddle,1 - Griddles,- No Department -,NAI,4,$31.76 ,$127.04 ,0,0,0,$0.00 ,,0,4,4,$127.04 ,,0,$0.00 ,$0.00 
1504,BPUT1,Blackstone Single Burner Griddle,1 - Griddles,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$31.76 ,,1,0,1,$31.76 ,6/22/2021,0,$0.00 ,$0.00 
1507,BPUT1,Blackstone Tailgater Grill Box,2.3 - Griddle Accessories,- No Department -,NAI,0,$0.00 ,$0.00 ,0,9,9,$243.20 ,,9,0,9,$243.20 ,9/28/2021,0,$0.00 ,$0.00 
1507,Retail Store,Blackstone Tailgater Grill Box,2.3 - Griddle Accessories,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$0.00 ,,1,0,1,$0.00 ,5/4/2021,0,$0.00 ,$0.00 
1507,Damaged Location BP,Blackstone Tailgater Grill Box,2.3 - Griddle Accessories,- No Department -,NAI,9,$27.02 ,$243.20 ,0,0,0,$0.00 ,,0,9,9,$243.20 ,,0,$0.00 ,$0.00 
1514,Damaged Location BP,Blackstone 36in Accessory Grill Box,2.3 - Griddle Accessories,- No Department -,NAI,38,$30.36 ,"$1,153.62 ",0,1,1,$35.27 ,,0,39,39,"$1,188.89 ",,0,$0.00 ,$0.00 
1514,Returns Received,Blackstone 36in Accessory Grill Box,2.3 - Griddle Accessories,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$35.27 ,,0,1,1,$35.27 ,,0,$0.00 ,$0.00 
1514,BPUT1,Blackstone 36in Accessory Grill Box,2.3 - Griddle Accessories,- No Department -,NAI,30,$33.97 ,"$1,019.15 ",0,0,0,$0.00 ,,30,0,30,"$1,019.15 ",3/8/2021,0,$0.00 ,$0.00 
1514,Retail Store,Blackstone 36in Accessory Grill Box,2.3 - Griddle Accessories,- No Department -,NAI,17,$30.00 ,$510.08 ,0,0,0,$0.00 ,,9,8,17,$510.08 ,6/2/2021,0,$0.00 ,$0.00 
1517,Returns Received,Legacy 28in Griddle Cooking Station,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,76,76,"$5,917.33 ",,0,76,76,"$5,917.33 ",,0,$0.00 ,$0.00 
1517,HQ,Legacy 28in Griddle Cooking Station,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,45,45,"$3,500.37 ",,0,45,45,"$3,500.37 ",,0,$0.00 ,$0.00 
1517,Damaged Location BP,Legacy 28in Griddle Cooking Station,"1.3 - 28"" Griddles",- No Department -,NAI,40,$77.64 ,"$3,105.60 ",0,207,207,"$16,223.03 ",,0,242,242,"$18,930.95 ",,5,$79.54 ,$397.68 
1517,BPUT1,Legacy 28in Griddle Cooking Station,"1.3 - 28"" Griddles",- No Department -,NAI,864,$78.33 ,"$67,676.95 ",0,"6,082","6,082","$481,845.70 ",,"6,100",81,"6,181","$488,678.38 ",10/21/2021,765,$79.53 ,"$60,844.27 "
1517,Ogden,Legacy 28in Griddle Cooking Station,"1.3 - 28"" Griddles",- No Department -,NAI,854,$77.60 ,"$66,270.49 ",0,0,0,$0.00 ,,267,587,854,"$66,270.49 ",3/3/2021,0,$0.00 ,$0.00 
1517,Inventory Adjustments,Legacy 28in Griddle Cooking Station,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$77.91 ,,0,1,1,$77.91 ,,0,$0.00 ,$0.00 
1517,WH Transfer,Legacy 28in Griddle Cooking Station,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,592,592,"$45,863.67 ",,0,592,592,"$45,863.67 ",,0,$0.00 ,$0.00 
1517,Damaged Location Ogden,Legacy 28in Griddle Cooking Station,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,4,4,$312.41 ,,0,4,4,$312.41 ,,0,$0.00 ,$0.00 
1517,Transit,Legacy 28in Griddle Cooking Station,"1.3 - 28"" Griddles",- No Department -,NAI,455,$78.52 ,"$35,727.98 ","4,895",0,"4,895","$389,302.25 ",7/7/2021,0,"5,350","5,350","$425,030.23 ",,0,$0.00 ,$0.00 
1517,Memphis (3PL),Legacy 28in Griddle Cooking Station,"1.3 - 28"" Griddles",- No Department -,NAI,1,$0.00 ,$0.00 ,0,0,0,$0.00 ,,0,1,1,$0.00 ,,0,$0.00 ,$0.00 
1517,Retail Store,Legacy 28in Griddle Cooking Station,"1.3 - 28"" Griddles",- No Department -,NAI,3,$83.56 ,$250.68 ,0,31,31,"$2,439.02 ",,19,1,20,"$1,583.73 ",10/18/2021,14,$79.00 ,"$1,105.97 "
1521,Retail Store,"1521 BLACKSTONE 28"" ACCESSORY GRILL BOX",2.3 - Griddle Accessories,- No Department -,NAI,11,$27.29 ,$300.16 ,0,0,0,$0.00 ,,7,4,11,$300.16 ,6/9/2021,0,$0.00 ,$0.00 
1521,Inventory Adjustments,"1521 BLACKSTONE 28"" ACCESSORY GRILL BOX",2.3 - Griddle Accessories,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$27.29 ,,0,1,1,$27.29 ,,0,$0.00 ,$0.00 
1521,Damaged Location BP,"1521 BLACKSTONE 28"" ACCESSORY GRILL BOX",2.3 - Griddle Accessories,- No Department -,NAI,2,$27.30 ,$54.60 ,0,1,1,$27.29 ,,0,3,3,$81.89 ,,0,$0.00 ,$0.00 
1521,BPUT1,"1521 BLACKSTONE 28"" ACCESSORY GRILL BOX",2.3 - Griddle Accessories,- No Department -,NAI,29,$27.30 ,$791.57 ,0,0,0,$0.00 ,,28,1,29,$791.57 ,3/30/2021,0,$0.00 ,$0.00 
1528,Returns Received,Blackstone 36in Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,0,$0.00 ,$0.00 ,0,216,216,"$1,775.52 ",,0,216,216,"$1,775.52 ",,0,$0.00 ,$0.00 
1528,Transit,Blackstone 36in Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,"38,631",$8.22 ,"$317,546.82 ","293,967",36,"294,003","$2,416,113.36 ",9/21/2021,0,"256,572","256,572","$2,108,750.60 ",,"76,062",$8.22 ,"$624,909.58 "
1528,Retail Store,Blackstone 36in Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,10,$8.42 ,$84.17 ,0,136,136,"$1,120.47 ",,141,3,144,"$1,188.20 ",10/22/2021,2,$8.22 ,$16.44 
1528,Damaged Location BP,Blackstone 36in Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,29,$8.37 ,$242.78 ,0,"1,074","1,074","$8,825.49 ",,0,277,277,"$2,281.09 ",,826,$8.22 ,"$6,787.18 "
1528,BPUT1,Blackstone 36in Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,"21,234",$8.22 ,"$174,633.90 ",0,"240,178","240,178","$1,974,062.90 ",,"217,777","18,115","235,892","$1,939,028.58 ",10/25/2021,"25,520",$8.22 ,"$209,668.22 "
1528,BPUT2,Blackstone 36in Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,0,$0.00 ,$0.00 ,0,"33,795","33,795","$277,655.35 ",,0,24,24,$197.18 ,,"33,771",$8.22 ,"$277,458.17 "
1528,Ogden,Blackstone 36in Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,1,$8.22 ,$8.22 ,0,37,37,$304.14 ,,38,0,38,$312.36 ,2/26/2021,0,$0.00 ,$0.00 
1529,WH Transfer,Blackstone 28in Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,0,$0.00 ,$0.00 ,0,3,3,$20.85 ,,0,3,3,$20.85 ,,0,$0.00 ,$0.00 
1529,BPUT1,Blackstone 28in Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,"9,905",$6.93 ,"$68,652.79 ",0,"40,919","40,919","$283,568.75 ",,"41,066","5,452","46,518","$322,380.96 ",10/22/2021,"4,306",$6.93 ,"$29,840.58 "
1529,Damaged Location BP,Blackstone 28in Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,0,$0.00 ,$0.00 ,0,191,191,"$1,323.63 ",,0,161,161,"$1,115.73 ",,30,$6.93 ,$207.90 
1529,Retail Store,Blackstone 28in Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,4,$6.93 ,$27.72 ,0,63,63,$436.59 ,,61,3,64,$443.52 ,10/18/2021,3,$6.93 ,$20.79 
1529,Returns Received,Blackstone 28in Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,0,$0.00 ,$0.00 ,0,142,142,$984.06 ,,0,142,142,$984.06 ,,0,$0.00 ,$0.00 
1529,BPUT2,Blackstone 28in Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,0,$0.00 ,$0.00 ,0,"5,400","5,400","$37,422.00 ",,0,0,0,$0.00 ,,"5,400",$6.93 ,"$37,422.00 "
1529,Import,Blackstone 28in Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,0,$0.00 ,$0.00 ,"2,160",0,"2,160","$14,968.80 ",9/15/2021,0,0,0,$0.00 ,,"2,160",$6.93 ,"$14,968.80 "
1529,Ogden,Blackstone 28in Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,5,$7.01 ,$35.05 ,0,3,3,$20.79 ,,5,3,8,$55.84 ,2/26/2021,0,$0.00 ,$0.00 
1529,Transit,Blackstone 28in Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,"8,058",$6.93 ,"$55,841.96 ","39,086",0,"39,086","$270,865.98 ",9/15/2021,0,"40,814","40,814","$282,841.04 ",,"6,330",$6.93 ,"$43,866.90 "
1530,Ogden,Blackstone Patio Oven Cover,2 - NonGriddle,- No Department -,NAI,"4,104",$5.94 ,"$24,395.82 ",0,0,0,$0.00 ,,"3,014","1,090","4,104","$24,395.82 ",1/15/2021,0,$0.00 ,$0.00 
1530,Retail Store,Blackstone Patio Oven Cover,2 - NonGriddle,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$5.94 ,,1,0,1,$5.94 ,4/6/2021,0,$0.00 ,$0.00 
1530,Damaged Location BP,Blackstone Patio Oven Cover,2 - NonGriddle,- No Department -,NAI,3,$5.94 ,$17.83 ,0,1,1,$5.94 ,,0,1,1,$5.94 ,,3,$5.94 ,$17.83 
1530,WH Transfer,Blackstone Patio Oven Cover,2 - NonGriddle,- No Department -,NAI,0,$0.00 ,$0.00 ,0,"1,090","1,090","$6,479.40 ",,0,"1,090","1,090","$6,479.40 ",,0,$0.00 ,$0.00 
1530,BPUT1,Blackstone Patio Oven Cover,2 - NonGriddle,- No Department -,NAI,"1,950",$5.94 ,"$11,592.17 ",0,"1,090","1,090","$6,479.40 ",,444,0,444,"$2,639.24 ",10/15/2021,"2,596",$5.94 ,"$15,432.33 "
1530,Returns Received,Blackstone Patio Oven Cover,2 - NonGriddle,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$5.94 ,,0,1,1,$5.94 ,,0,$0.00 ,$0.00 
1542,Transit,"Blackstone Griddle Accessory Toolkit Includes- TBD (1): Griddle Spatula flame,  TBD (1): Griddle Spatula solid,  TBD (2): Plastic Bottles,  TBD (1): Griddle Essentials Cookbook,  TBD (1): Chopper/Scraper",2.2 - Cooking Utensils,- No Department -,NAI,548,$5.28 ,"$2,893.44 ","133,476",0,"133,476","$704,753.28 ",10/16/2021,0,"103,064","103,064","$544,177.92 ",,"30,960",$5.28 ,"$163,468.80 "
1542,Ogden,"Blackstone Griddle Accessory Toolkit Includes- TBD (1): Griddle Spatula flame,  TBD (1): Griddle Spatula solid,  TBD (2): Plastic Bottles,  TBD (1): Griddle Essentials Cookbook,  TBD (1): Chopper/Scraper",2.2 - Cooking Utensils,- No Department -,NAI,"6,131",$5.28 ,"$32,371.68 ",0,5,5,$26.40 ,,98,"6,038","6,136","$32,398.08 ",3/10/2021,0,$0.00 ,$0.00 
1542,Damaged Location BP,"Blackstone Griddle Accessory Toolkit Includes- TBD (1): Griddle Spatula flame,  TBD (1): Griddle Spatula solid,  TBD (2): Plastic Bottles,  TBD (1): Griddle Essentials Cookbook,  TBD (1): Chopper/Scraper",2.2 - Cooking Utensils,- No Department -,NAI,7,$5.28 ,$36.96 ,0,284,284,"$1,497.83 ",,0,288,288,"$1,518.95 ",,3,$5.28 ,$15.84 
1542,Retail Store,"Blackstone Griddle Accessory Toolkit Includes- TBD (1): Griddle Spatula flame,  TBD (1): Griddle Spatula solid,  TBD (2): Plastic Bottles,  TBD (1): Griddle Essentials Cookbook,  TBD (1): Chopper/Scraper",2.2 - Cooking Utensils,- No Department -,NAI,2,$5.28 ,$10.56 ,0,122,122,$643.46 ,,115,4,119,$627.62 ,9/20/2021,5,$5.28 ,$26.40 
1542,Damaged Location Ogden,"Blackstone Griddle Accessory Toolkit Includes- TBD (1): Griddle Spatula flame,  TBD (1): Griddle Spatula solid,  TBD (2): Plastic Bottles,  TBD (1): Griddle Essentials Cookbook,  TBD (1): Chopper/Scraper",2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$5.28 ,,0,1,1,$5.28 ,,0,$0.00 ,$0.00 
1542,BPUT1,"Blackstone Griddle Accessory Toolkit Includes- TBD (1): Griddle Spatula flame,  TBD (1): Griddle Spatula solid,  TBD (2): Plastic Bottles,  TBD (1): Griddle Essentials Cookbook,  TBD (1): Chopper/Scraper",2.2 - Cooking Utensils,- No Department -,NAI,"33,171",$5.28 ,"$175,102.36 ",0,"110,247","110,247","$581,353.73 ",,"132,794",401,"133,195","$702,479.07 ",10/25/2021,"10,223",$5.28 ,"$53,977.02 "
1542,WH Transfer,"Blackstone Griddle Accessory Toolkit Includes- TBD (1): Griddle Spatula flame,  TBD (1): Griddle Spatula solid,  TBD (2): Plastic Bottles,  TBD (1): Griddle Essentials Cookbook,  TBD (1): Chopper/Scraper",2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,"6,039","6,039","$31,885.92 ",,0,"6,039","6,039","$31,885.92 ",,0,$0.00 ,$0.00 
1542,Returns Received,"Blackstone Griddle Accessory Toolkit Includes- TBD (1): Griddle Spatula flame,  TBD (1): Griddle Spatula solid,  TBD (2): Plastic Bottles,  TBD (1): Griddle Essentials Cookbook,  TBD (1): Chopper/Scraper",2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,134,134,$707.27 ,,0,134,134,$707.27 ,,0,$0.00 ,$0.00 
1543,Returns Received,"Includes- Qty (1) Pancake dispenser,  Qty (1) Bacon Press,  Qty (2) Egg Rings",2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,34,34,$212.16 ,,0,34,34,$212.16 ,,0,$0.00 ,$0.00 
1543,Retail Store,"Includes- Qty (1) Pancake dispenser,  Qty (1) Bacon Press,  Qty (2) Egg Rings",2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,83,83,$486.26 ,,80,2,82,$480.02 ,10/20/2021,1,$6.24 ,$6.24 
1543,Transit,"Includes- Qty (1) Pancake dispenser,  Qty (1) Bacon Press,  Qty (2) Egg Rings",2.2 - Cooking Utensils,- No Department -,NAI,"7,534",$6.24 ,"$47,012.16 ","66,854",0,"66,854","$417,168.96 ",7/1/2021,0,"74,388","74,388","$464,181.12 ",,0,$0.00 ,$0.00 
1543,BPUT1,"Includes- Qty (1) Pancake dispenser,  Qty (1) Bacon Press,  Qty (2) Egg Rings",2.2 - Cooking Utensils,- No Department -,NAI,"13,037",$6.24 ,"$81,350.49 ",0,"74,500","74,500","$464,880.00 ",,"79,595",588,"80,183","$500,341.53 ",10/22/2021,"7,354",$6.24 ,"$45,888.96 "
1543,Damaged Location BP,"Includes- Qty (1) Pancake dispenser,  Qty (1) Bacon Press,  Qty (2) Egg Rings",2.2 - Cooking Utensils,- No Department -,NAI,1,$6.24 ,$6.24 ,0,184,184,"$1,148.16 ",,0,164,164,"$1,023.36 ",,21,$6.24 ,$131.04 
1543,BPUT2,"Includes- Qty (1) Pancake dispenser,  Qty (1) Bacon Press,  Qty (2) Egg Rings",2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,"9,134","9,134","$56,996.16 ",,0,"9,134","9,134","$56,996.16 ",,0,$0.00 ,$0.00 
1543,Ogden,"Includes- Qty (1) Pancake dispenser,  Qty (1) Bacon Press,  Qty (2) Egg Rings",2.2 - Cooking Utensils,- No Department -,NAI,8,$6.24 ,$49.92 ,0,0,0,$0.00 ,,8,0,8,$49.92 ,3/18/2021,0,$0.00 ,$0.00 
1550,Transit,On The Go Tailgater 2021,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,"1,195",0,"1,195","$156,545.00 ",10/2/2021,0,239,239,"$31,309.00 ",,956,$131.00 ,"$125,236.00 "
1550,BPUT1,On The Go Tailgater 2021,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,239,239,"$31,309.00 ",,6,3,9,"$1,179.00 ",10/21/2021,230,$131.00 ,"$30,130.00 "
1550,Damaged Location BP,On The Go Tailgater 2021,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,3,3,$393.00 ,,0,0,0,$0.00 ,,3,$131.00 ,$393.00 
1554,HQ,"1554 BLACKSTONE 36"" GRIDDLE COOKING STATION","1.2 - 36"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,190,190,"$19,816.51 ",,0,190,190,"$19,816.51 ",,0,$0.00 ,$0.00 
1554,BPUT1,"1554 BLACKSTONE 36"" GRIDDLE COOKING STATION","1.2 - 36"" Griddles",- No Department -,NAI,928,$118.16 ,"$109,656.67 ",33,"13,812","13,845","$1,607,424.21 ",4/22/2021,"14,466",185,"14,651","$1,699,587.04 ",10/19/2021,122,$143.39 ,"$17,493.84 "
1554,Memphis (3PL),"1554 BLACKSTONE 36"" GRIDDLE COOKING STATION","1.2 - 36"" Griddles",- No Department -,NAI,11,$107.62 ,"$1,183.82 ",0,1,1,$107.62 ,,12,0,12,"$1,291.44 ",3/16/2021,0,$0.00 ,$0.00 
1554,Damaged Location BP,"1554 BLACKSTONE 36"" GRIDDLE COOKING STATION","1.2 - 36"" Griddles",- No Department -,NAI,67,$100.81 ,"$6,754.46 ",0,529,529,"$54,670.83 ",,0,593,593,"$61,137.92 ",,3,$95.79 ,$287.37 
1554,Ogden,"1554 BLACKSTONE 36"" GRIDDLE COOKING STATION","1.2 - 36"" Griddles",- No Department -,NAI,"7,942",$121.25 ,"$962,938.16 ",0,863,863,"$103,377.60 ",,"8,194",611,"8,805","$1,066,315.76 ",3/1/2021,0,$0.00 ,$0.00 
1554,Transit,"1554 BLACKSTONE 36"" GRIDDLE COOKING STATION","1.2 - 36"" Griddles",- No Department -,NAI,"4,427",$119.79 ,"$530,298.53 ","9,304",33,"9,337","$1,072,203.18 ",6/1/2021,0,"13,764","13,764","$1,602,501.71 ",,0,$0.00 ,$0.00 
1554,Damaged Location Ogden,"1554 BLACKSTONE 36"" GRIDDLE COOKING STATION","1.2 - 36"" Griddles",- No Department -,NAI,5,$0.00 ,$0.00 ,0,4,4,$483.10 ,,0,9,9,$483.10 ,,0,$0.00 ,$0.00 
1554,Retail Store,"1554 BLACKSTONE 36"" GRIDDLE COOKING STATION","1.2 - 36"" Griddles",- No Department -,NAI,17,$118.83 ,"$2,020.10 ",0,69,69,"$7,037.33 ",,75,9,84,"$8,857.21 ",10/22/2021,2,$100.11 ,$200.22 
1554,Returns Received,"1554 BLACKSTONE 36"" GRIDDLE COOKING STATION","1.2 - 36"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,183,183,"$19,978.42 ",,0,183,183,"$19,978.42 ",,0,$0.00 ,$0.00 
1554,WH Transfer,"1554 BLACKSTONE 36"" GRIDDLE COOKING STATION","1.2 - 36"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,618,618,"$74,060.97 ",,0,618,618,"$74,060.97 ",,0,$0.00 ,$0.00 
1554,Inventory Adjustments,"1554 BLACKSTONE 36"" GRIDDLE COOKING STATION","1.2 - 36"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,3,3,$355.10 ,,0,3,3,$355.10 ,,0,$0.00 ,$0.00 
1555,WH Transfer,Blackstone Tailgater,1.6 - Combo Units,- No Department -,NAI,0,$0.00 ,$0.00 ,0,588,588,"$52,351.78 ",,0,588,588,"$52,351.78 ",,0,$0.00 ,$0.00 
1555,Retail Store,Blackstone Tailgater,1.6 - Combo Units,- No Department -,NAI,2,$91.68 ,$183.36 ,0,9,9,$803.86 ,,10,1,11,$987.22 ,10/14/2021,0,$0.00 ,$0.00 
1555,BPUT1,Blackstone Tailgater,1.6 - Combo Units,- No Department -,NAI,328,$89.04 ,"$29,205.32 ",0,603,603,"$53,689.01 ",,931,0,931,"$82,894.33 ",2/15/2021,0,$0.00 ,$0.00 
1555,Ogden,Blackstone Tailgater,1.6 - Combo Units,- No Department -,NAI,"1,007",$89.03 ,"$89,656.71 ",0,0,0,$0.00 ,,419,588,"1,007","$89,656.71 ",2/8/2021,0,$0.00 ,$0.00 
1555,Damaged Location BP,Blackstone Tailgater,1.6 - Combo Units,- No Department -,NAI,10,$89.39 ,$893.88 ,0,5,5,$446.14 ,,0,15,15,"$1,340.02 ",,0,$0.00 ,$0.00 
1555,Returns Received,Blackstone Tailgater,1.6 - Combo Units,- No Department -,NAI,0,$0.00 ,$0.00 ,0,2,2,$178.18 ,,0,2,2,$178.18 ,,0,$0.00 ,$0.00 
1560,BPUT1,Legacy 36in Stainless Griddle Station,1 - Griddles,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$154.00 ,,0,1,1,$154.00 ,,0,$0.00 ,$0.00 
1560,Damaged Location BP,Legacy 36in Stainless Griddle Station,1 - Griddles,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$154.00 ,,0,1,1,$154.00 ,,0,$0.00 ,$0.00 
1560,Retail Store,Legacy 36in Stainless Griddle Station,1 - Griddles,- No Department -,NAI,2,$154.00 ,$308.00 ,0,0,0,$0.00 ,,2,0,2,$308.00 ,6/9/2021,0,$0.00 ,$0.00 
1560,Memphis (3PL),Legacy 36in Stainless Griddle Station,1 - Griddles,- No Department -,NAI,2,$182.06 ,$364.12 ,0,0,0,$0.00 ,,2,0,2,$364.12 ,3/16/2021,0,$0.00 ,$0.00 
1565,Memphis (3PL),Legacy 36in Stainless Steel Front Panel Griddle Cooking Station,"1.2 - 36"" Griddles",- No Department -,NAI,2,$141.16 ,$282.32 ,0,0,0,$0.00 ,,1,1,2,$282.32 ,3/16/2021,0,$0.00 ,$0.00 
1565,Ogden,Legacy 36in Stainless Steel Front Panel Griddle Cooking Station,"1.2 - 36"" Griddles",- No Department -,NAI,"2,648",$136.41 ,"$361,223.46 ",0,1,1,$136.32 ,,959,"1,690","2,649","$361,359.78 ",3/11/2021,0,$0.00 ,$0.00 
